,subject,predicate,object
23463,MAPK11,stimulates,PPARGC1A
23464,EGF,stimulates,EPS15
23465,EPS15,stimulates,EGF
23466,MAPK11,stimulates,ESR1
23467,SRC,stimulates,MAP2K1
23468,ROCK1,stimulates,SH3GL2
23472,PRKACB,stimulates,PPP1R1B
23473,PRKACG,stimulates,PPP1R1B
23476,PRKG1,stimulates,PLN
23478,MAPKAPK5,stimulates,PRKACB
23479,CSNK2A1,stimulates,NFATC1
23480,MAP3K12,stimulates,MAPK11
23481,SYK,stimulates,MAPK11
23483,SRC,stimulates,MAPK11
23484,F11R,stimulates,MAPK3
23485,PRKCQ,stimulates,MAPK3
23486,IL2,stimulates,MAPK3
23488,KSR1,stimulates,MAPK3
23489,PRKCB,stimulates,MAPK3
23490,PLD2,stimulates,MAPK3
23491,PTP4A3,stimulates,MAPK3
23492,RAP1A,stimulates,MAPK3
23493,MAPK3,stimulates,ARF6
23494,ARF6,stimulates,MAPK3
23495,IQGAP1,stimulates,MAPK3
23496,F11R,stimulates,MAPK1
23497,PRKCQ,stimulates,MAPK1
23498,IL2,stimulates,MAPK1
23499,PRKCB,stimulates,MAPK1
23500,PLD2,stimulates,MAPK1
23501,PTP4A3,stimulates,MAPK1
23502,RAP1A,stimulates,MAPK1
23503,MAPK1,stimulates,RHOA
23504,RHOA,stimulates,MAPK1
23505,MAP3K14,stimulates,MAPK1
23506,ARF6,stimulates,MAPK1
23507,FGF2,stimulates,MAPK1
23509,NRK,stimulates,MAP3K1
23510,TNIK,stimulates,MAP3K1
23511,PAK2,stimulates,MAP3K1
23512,RICTOR,stimulates,PRKCA
23513,GNAI2,stimulates,BLK
23514,PTK2B,stimulates,BLK
23516,PTPN13,stimulates,BLK
23517,BLK,stimulates,ABL1
23518,YES1,stimulates,ABL1
23519,FGR,stimulates,ABL1
23520,GNAI2,stimulates,LCK
23521,PTPN13,stimulates,LCK
23522,PTPN13,stimulates,LYN
23523,GNAI2,stimulates,YES1
23524,PTK2B,stimulates,YES1
23525,PTPN13,stimulates,YES1
23526,PTPN13,stimulates,HCK
23527,PTPN13,stimulates,FGR
23528,FYN,stimulates,EGFR
23529,LCK,stimulates,EGFR
23530,THBS1,stimulates,EGFR
23531,HGF,stimulates,EGFR
23532,BLK,stimulates,NGEF
23533,FYN,stimulates,NGEF
23534,LCK,stimulates,NGEF
23535,SRC,stimulates,NGEF
23536,LYN,stimulates,NGEF
23537,YES1,stimulates,NGEF
23538,FGR,stimulates,NGEF
23539,PLCG1,stimulates,CAMK2A
23546,PRKACA,stimulates,RARG
23547,PRKACA,stimulates,SDC1
23548,PRKCG,stimulates,RARA
23549,PRKCA,stimulates,BRAF
23550,RIT2,stimulates,BRAF
23551,BDNF,stimulates,CDK5
23552,RIPK2,stimulates,STAT4
23554,FER,stimulates,PTPN1
23555,JAK2,stimulates,NOS2
23556,NOS2,stimulates,JAK2
23557,JAK2,stimulates,IL1B
23558,IL1B,stimulates,JAK2
23559,JAK2,stimulates,IFNG
23560,IFNG,stimulates,JAK2
23563,EDN1,stimulates,EGFR
23564,EGFR,stimulates,NTS
23565,NTS,stimulates,EGFR
23566,TYK2,stimulates,NOS2
23567,NOS2,stimulates,TYK2
23568,IL1B,stimulates,TYK2
23569,TYK2,stimulates,IL1B
23570,NOS2,stimulates,IL12RB2
23571,IL12RB2,stimulates,NOS2
23572,IL1B,stimulates,IL12RB2
23573,AKT1,stimulates,NRIP1
23574,MAPK1,stimulates,NRIP1
23575,MAPK3,stimulates,NRIP1
23577,INS,stimulates,AKT2
23578,AKT2,stimulates,MTOR
23579,MTOR,stimulates,AKT2
23580,AKT2,stimulates,RPS6KB1
23581,PIK3CA,stimulates,AKT2
23583,MAPK14,stimulates,RARG
23584,SYK,stimulates,PRKCD
23585,PRKCD,stimulates,SYK
23586,MAPK11,stimulates,MITF
23587,MAPK11,stimulates,GDI1
23588,MAPK14,stimulates,GDI1
23589,MAPK11,stimulates,DDIT3
23590,MAPK11,stimulates,MEF2C
23592,EGF,stimulates,CTNND1
23597,IL4,stimulates,STAT6
23599,IL13,stimulates,STAT6
23600,FYN,stimulates,DAB1
23601,FYN,stimulates,FCER1G
23602,AKT1,stimulates,RPS6KB2
23603,AKT3,stimulates,RPS6KB2
23604,AKT2,stimulates,RPS6KB2
23605,MAPK7,stimulates,RPS6KA2
23606,MAPK1,stimulates,RPS6KA6
23609,SRC,stimulates,UNC5C
23610,FYN,stimulates,GAB2
23611,CDK5R1,stimulates,PPP1R1B
23612,PRKACA,stimulates,PFKFB1
23613,PRKACG,stimulates,LIPE
23614,RPS6KB1,stimulates,INS
23615,RPS6KB1,stimulates,TSC2
23616,RHEB,stimulates,RPS6KB1
23617,TNF,stimulates,RPS6KB1
23618,RPS6KB1,stimulates,TNF
23619,RPS6KB1,stimulates,E2F1
23620,AKT2,stimulates,PDE3B
23621,AKT1,stimulates,USP8
23622,PGAM5,stimulates,FUNDC1
23623,TNF,stimulates,MAP3K5
23624,IRS1,stimulates,IRS2
23626,PDGFB,stimulates,SRC
23627,SRC,stimulates,PDGFB
23628,EGF,stimulates,SRC
23629,SRC,stimulates,EGF
23631,HGF,stimulates,SRC
23632,SRC,stimulates,MAPK1
23633,FGF19,stimulates,MAPK1
23636,CD81,stimulates,EZR
23637,GDNF,stimulates,TH
23638,IL1B,stimulates,TH
23639,EGF,stimulates,HGS
23640,EGF,stimulates,ANXA1
23641,EGF,stimulates,ITGB4
23642,EGF,stimulates,LAMA1
23644,SPSB1,stimulates,HGF
23645,MET,stimulates,RPS6KB1
23646,IL6,stimulates,PTPN11
23647,PTPN11,stimulates,EGF
23648,TGFB1,stimulates,MTOR
23650,NPY4R,stimulates,EIF2S1
23651,PINK1,stimulates,MFN2
23652,CNTF,stimulates,TH
23653,VAV3,stimulates,AR
23654,AGT,stimulates,PIK3R1
23655,AFDN,stimulates,PIK3CA
23656,PRKCE,stimulates,TJP1
23657,ICAM1,stimulates,SRC
23658,TNF,stimulates,ICAM1
23659,ADIPOQ,stimulates,APPL1
23661,BDNF,stimulates,SYN1
23662,IGF1,stimulates,SHC1
23663,SHC1,stimulates,IGF1
23664,KDR,stimulates,CSK
23665,KDR,stimulates,NOS3
23666,CTNNB1,stimulates,PTGS2
23667,SGK1,stimulates,SCNN1A
23668,BCR,stimulates,SYK
23669,CDK1,stimulates,PLK1
23670,PLK1,stimulates,CDK1
23671,SRC,stimulates,DCC
23672,CD4,stimulates,PRKCQ
23673,NGF,stimulates,RASGRF1
23674,TRAF2,stimulates,MAP4K4
23675,INS,stimulates,SH2B2
23676,GH1,stimulates,STAT5B
23677,CDK1,stimulates,CLIP1
23678,MST1,stimulates,FOXO1
23679,GRK2,stimulates,ADRA1B
23680,ATR,stimulates,FANCG
23681,ABL1,stimulates,STAT5A
23682,MYLK3,stimulates,MYL2
23683,SP1,stimulates,RANBP1
23685,PRKD1,stimulates,PTPN6
23686,KIF15,stimulates,AURKA
23687,ADAM11,stimulates,CCR4
23688,NAT10,stimulates,CCR10
23689,PDLIM3,stimulates,CCR10
23690,ASRGL1,stimulates,CCR10
23691,CCL28,stimulates,CCR1
23692,IHH,stimulates,SMO
23693,ANP32B,stimulates,TNFRSF17
23694,WNT16,stimulates,FZD1
23695,WNT8A,stimulates,FZD1
23696,WNT8B,stimulates,FZD1
23697,WNT9A,stimulates,FZD1
23698,WNT9B,stimulates,FZD1
23699,CCL13,stimulates,CCR10
23700,CCL13,stimulates,CCR4
23701,FST,stimulates,TGFB1
23704,TGFB1,stimulates,INHBA
23711,THBS1,stimulates,TGFB2
23712,FST,stimulates,TGFB2
23722,THBS1,stimulates,TGFB3
23723,FST,stimulates,TGFB3
23823,ENG,stimulates,ACVRL1_BMPR2
23824,ENG,stimulates,ACVR2A_ACVRL1
23825,FST,stimulates,NODAL
23832,FST,stimulates,GDF1
23839,FST,stimulates,GDF3
23857,RSPO4,stimulates,WNT1
23871,BAMBI,stimulates,FZD1_LRP5
23875,BAMBI,stimulates,FZD10_LRP5
23879,BAMBI,stimulates,FZD2_LRP5
23883,BAMBI,stimulates,FZD3_LRP5
23887,BAMBI,stimulates,FZD4_LRP5
23891,BAMBI,stimulates,FZD5_LRP5
23895,BAMBI,stimulates,FZD6_LRP5
23899,BAMBI,stimulates,FZD7_LRP5
23903,BAMBI,stimulates,FZD8_LRP5
23907,BAMBI,stimulates,FZD9_LRP5
23911,PORCN,stimulates,WNT10A
23912,RSPO3,stimulates,WNT10A
23913,RSPO1,stimulates,WNT10A
23914,RSPO4,stimulates,WNT10A
23915,RSPO2,stimulates,WNT10A
23932,PORCN,stimulates,WNT10B
23933,RSPO3,stimulates,WNT10B
23934,RSPO1,stimulates,WNT10B
23935,RSPO4,stimulates,WNT10B
23936,RSPO2,stimulates,WNT10B
23953,PORCN,stimulates,WNT16
23954,RSPO3,stimulates,WNT16
23955,RSPO1,stimulates,WNT16
23956,RSPO4,stimulates,WNT16
23957,RSPO2,stimulates,WNT16
23974,PORCN,stimulates,WNT2
23975,RSPO3,stimulates,WNT2
23976,RSPO1,stimulates,WNT2
23977,RSPO4,stimulates,WNT2
23978,RSPO2,stimulates,WNT2
23994,PORCN,stimulates,WNT2B
23995,RSPO3,stimulates,WNT2B
23996,RSPO1,stimulates,WNT2B
23997,RSPO4,stimulates,WNT2B
23998,RSPO2,stimulates,WNT2B
24015,PORCN,stimulates,WNT3
24016,RSPO3,stimulates,WNT3
24017,RSPO1,stimulates,WNT3
24018,RSPO4,stimulates,WNT3
24019,RSPO2,stimulates,WNT3
24036,RSPO3,stimulates,WNT3A
24037,RSPO1,stimulates,WNT3A
24038,RSPO4,stimulates,WNT3A
24039,RSPO2,stimulates,WNT3A
24051,RSPO3,stimulates,WNT4
24052,RSPO1,stimulates,WNT4
24053,RSPO4,stimulates,WNT4
24054,RSPO2,stimulates,WNT4
24068,RSPO3,stimulates,WNT6
24069,RSPO1,stimulates,WNT6
24070,RSPO4,stimulates,WNT6
24071,RSPO2,stimulates,WNT6
24088,PORCN,stimulates,WNT7A
24089,RSPO3,stimulates,WNT7A
24090,RSPO1,stimulates,WNT7A
24091,RSPO4,stimulates,WNT7A
24092,RSPO2,stimulates,WNT7A
24106,RSPO3,stimulates,WNT7B
24107,RSPO1,stimulates,WNT7B
24108,RSPO4,stimulates,WNT7B
24109,RSPO2,stimulates,WNT7B
24126,PORCN,stimulates,WNT8A
24127,RSPO3,stimulates,WNT8A
24128,RSPO1,stimulates,WNT8A
24129,RSPO4,stimulates,WNT8A
24130,RSPO2,stimulates,WNT8A
24145,PORCN,stimulates,WNT8B
24146,RSPO3,stimulates,WNT8B
24147,RSPO1,stimulates,WNT8B
24148,RSPO4,stimulates,WNT8B
24149,RSPO2,stimulates,WNT8B
24166,PORCN,stimulates,WNT9A
24167,RSPO3,stimulates,WNT9A
24168,RSPO1,stimulates,WNT9A
24169,RSPO4,stimulates,WNT9A
24170,RSPO2,stimulates,WNT9A
24186,PORCN,stimulates,WNT9B
24187,RSPO3,stimulates,WNT9B
24188,RSPO1,stimulates,WNT9B
24189,RSPO4,stimulates,WNT9B
24190,RSPO2,stimulates,WNT9B
24207,BAMBI,stimulates,FZD1_LRP6
24211,BAMBI,stimulates,FZD10_LRP6
24215,BAMBI,stimulates,FZD2_LRP6
24219,BAMBI,stimulates,FZD3_LRP6
24223,BAMBI,stimulates,FZD4_LRP6
24227,BAMBI,stimulates,FZD5_LRP6
24231,BAMBI,stimulates,FZD6_LRP6
24235,BAMBI,stimulates,FZD7_LRP6
24239,BAMBI,stimulates,FZD8_LRP6
24243,BAMBI,stimulates,FZD9_LRP6
24247,ROR2,stimulates,FZD1
24248,RYK,stimulates,FZD1
24249,ROR1,stimulates,FZD1
24250,ROR2,stimulates,FZD10
24251,RYK,stimulates,FZD10
24252,ROR1,stimulates,FZD10
24253,RYK,stimulates,FZD2
24254,ROR1,stimulates,FZD2
24255,ROR2,stimulates,FZD3
24256,RYK,stimulates,FZD3
24257,ROR1,stimulates,FZD3
24258,ROR2,stimulates,FZD4
24259,RYK,stimulates,FZD4
24260,ROR1,stimulates,FZD4
24261,RYK,stimulates,FZD5
24262,ROR1,stimulates,FZD5
24263,ROR2,stimulates,FZD6
24264,RYK,stimulates,FZD6
24265,ROR1,stimulates,FZD6
24266,ROR2,stimulates,FZD7
24267,RYK,stimulates,FZD7
24268,ROR1,stimulates,FZD7
24269,ROR2,stimulates,FZD8
24270,ROR1,stimulates,FZD8
24271,ROR2,stimulates,FZD9
24272,RYK,stimulates,FZD9
24273,ROR1,stimulates,FZD9
24277,KLB,stimulates,FGFR2
24278,KLB,stimulates,FGFR3
24279,KLB,stimulates,FGFR4
24282,NRP2,stimulates,KDR
24283,NRP1,stimulates,FLT1_KDR
24284,NRP2,stimulates,FLT1_KDR
24285,NRP1,stimulates,FLT4_KDR
24286,NRP2,stimulates,FLT4_KDR
24293,GPC4,stimulates,INS
24294,GAS1,stimulates,PTCH1_SMO
24295,CDON,stimulates,PTCH1_SMO
24296,BOC,stimulates,PTCH1_SMO
24297,LRP2,stimulates,PTCH1_SMO
24299,GAS1,stimulates,PTCH2_SMO
24300,CDON,stimulates,PTCH2_SMO
24301,BOC,stimulates,PTCH2_SMO
24302,LRP2,stimulates,PTCH2_SMO
24309,HGF,stimulates,PDGFRA
24310,VEGFA,stimulates,PDGFRB
24312,CCL17,stimulates,CCR5
24313,HGF,stimulates,ERBB2
24314,EGFR,stimulates,KITLG
24315,KITLG,stimulates,EGFR
24316,VEGFA,stimulates,PDGFRA
24317,CXCL12,stimulates,CCR10
24318,RAPGEF2,stimulates,RRAS2
24319,RASGRP2,stimulates,RRAS2
24320,RASGRP1,stimulates,RRAS2
24321,TERF2IP,stimulates,BRAF
24322,TGFBR1,stimulates,DAXX
24323,GRB2,stimulates,HGF
24324,CRK,stimulates,MAP2K4
24325,PRKACA,stimulates,TERF2IP
24326,PRKCA,stimulates,RRAS2
24327,SOS1,stimulates,RRAS2
24328,RRAS2,stimulates,BRAF
24329,MAPK1,stimulates,PLA2G4B
24330,EPHB2,stimulates,ELK1
24331,MKNK2,stimulates,ATF4
24332,RPS6KA6,stimulates,ATF4
24333,CD40LG,stimulates,MAP3K1
24334,PAK1,stimulates,MAP3K2
24335,NR2C2,stimulates,MAP2K6
24336,MAP3K6,stimulates,MAP2K3
24337,MAP3K6,stimulates,MAP2K6
24338,MAPK14,stimulates,ATF4
24339,MAPKAPK3,stimulates,ATF4
24340,RPS6KA4,stimulates,ATF4
24341,RPS6KA4,stimulates,ATF2
24342,MAP4K4,stimulates,MAP3K8
24346,NF1,stimulates,RRAS2
24353,CASP3,stimulates,PAK1
24354,CASP3,stimulates,MAP3K1
24355,IL1RN,stimulates,MYD88
24356,PIK3CA,stimulates,AKT3
24357,NCK1,stimulates,PAK4
24358,HGF,stimulates,HRAS
24359,MTOR,stimulates,AKT3
24360,AKT3,stimulates,MTOR
24361,RRAS2,stimulates,PIK3CA
24362,PAK4,stimulates,RAC1
24363,RAC1,stimulates,PAK4
24364,FOXO4,stimulates,FASLG
24365,ARF6,stimulates,RAC1
24366,SOS1,stimulates,MRAS
24367,RASGRP1,stimulates,NRAS
24368,RASGRP1,stimulates,KRAS
24369,RASGRF1,stimulates,HRAS
24370,RASGRF1,stimulates,KRAS
24371,RASGRP2,stimulates,HRAS
24372,RASGRF1,stimulates,MRAS
24373,RASGRP2,stimulates,MRAS
24374,RASGRF1,stimulates,RRAS
24375,RASGRP2,stimulates,RRAS
24376,NRAS,stimulates,TIAM1
24377,KRAS,stimulates,TIAM1
24378,NRAS,stimulates,AFDN
24379,KRAS,stimulates,AFDN
24380,RRAS,stimulates,PIK3CA
24382,RAP1GAP,stimulates,TERF2IP
24383,SIPA1,stimulates,TERF2IP
24384,RAPGEF3,stimulates,TERF2IP
24385,RASGRP3,stimulates,TERF2IP
24386,RAPGEF1,stimulates,TERF2IP
24387,CALML6,stimulates,ADCY1
24388,ADORA2A,stimulates,GNAS
24389,ADORA2A,stimulates,GNAS
24390,RAC1,stimulates,RALGDS
24391,RALGDS,stimulates,RAC1
24392,APBB1IP,stimulates,TLN1
24393,PFN3,stimulates,ACTB
24394,ARAP3,stimulates,RHOA
24395,AFDN,stimulates,CTNND1
24396,RASSF5,stimulates,ITGAL
24397,RAP1A,stimulates,ARAP3
24398,RAP1A,stimulates,PIK3CA
24399,TERF2IP,stimulates,RALGDS
24400,WNT16,stimulates,FZD10
24406,CSNK2A1,stimulates,DVL1P1
24408,NKD1,stimulates,DVL1
24409,NKD1,stimulates,DVL1P1
24410,NOTCH1,stimulates,RBPJL
24414,GDF7,stimulates,AMHR2
24419,SAR1A,stimulates,SMAD2
24420,TGFBR2,stimulates,RHOA
24421,TGFBR2,stimulates,PPP2CA
24422,ACVR1,stimulates,SMAD2
24423,FZD10,stimulates,DVL1
24424,PLCG1,stimulates,PPP3CA
24425,PLCG1,stimulates,PLA2G4B
24426,PLCG1,stimulates,NOS3
24427,KDR,stimulates,PXN
24428,KDR,stimulates,CDC42
24429,KDR,stimulates,PIK3CA
24430,CDC42,stimulates,MAPK14
24431,PRKCA,stimulates,SPHK2
24432,CALML6,stimulates,NOS1
24433,GNB5,stimulates,PLCB1
24434,AKT3,stimulates,PDE3B
24435,JAK1,stimulates,PIK3CA
24436,IL22RA2,stimulates,JAK1
24440,MAPK14,stimulates,CEBPB
24441,MAP3K8,stimulates,MAP2K7
24442,RPS6KA4,stimulates,CREB3
24443,CD40LG,stimulates,MAP4K4
24444,CD40LG,stimulates,BIRC2
24445,CD40LG,stimulates,PIK3CA
24446,RIPK1,stimulates,MAP2K3
24447,PRKCA,stimulates,MTOR
24448,MTOR,stimulates,PRKCA
24449,STK11,stimulates,PRKAG2
24450,PDPK1,stimulates,CHUK
24451,CHRM1,stimulates,GNAL
24452,CALML6,stimulates,PPP3CA
24453,ADCY1,stimulates,PRKACA
24454,CYSLTR1,stimulates,GNA11
24455,CALML6,stimulates,PDE1A
24458,PDGFA,stimulates,EGFR
24459,INS,stimulates,EGFR
24460,SHC2,stimulates,SOS1
24462,FCER1A,stimulates,FYN
24463,FCER1A,stimulates,SYK
24464,CYTH4,stimulates,ARF1
24465,NSMAF,stimulates,SMPD2
24466,PLD1,stimulates,SPHK2
24467,GNAI1,stimulates,PLCB1
24468,AKT3,stimulates,BCL2
24469,GNAI1,stimulates,HRAS
24470,GNAI1,stimulates,NRAS
24471,GNAI1,stimulates,PIK3CA
24473,TERF2IP,stimulates,RAF1
24474,MAPK1,stimulates,CREB3
24475,PPP1R12A,stimulates,MYL9
24476,PPP1R12A,stimulates,MYL2
24477,EDN1,stimulates,CHRM1
24478,ADRA1D,stimulates,GNA11
24479,GNAI1,stimulates,NOS3
24480,STK11,stimulates,PRKAB1
24481,AKT3,stimulates,CREB3
24482,CAMKK2,stimulates,PRKAG2
24483,MAP3K7,stimulates,PRKAG2
24486,IGF1R,stimulates,GRB2
24487,PRKAB1,stimulates,MTOR
24489,PIK3CA,stimulates,MTOR
24490,CSH1,stimulates,GHR
24491,CCL1,stimulates,CCR10
24493,IL2RA,stimulates,RHOA
24495,CAMKK2,stimulates,PRKAB1
24496,MAP3K7,stimulates,PRKAB1
24498,FOXO3,stimulates,CITED2
24502,MAD1L1,stimulates,MAD2L2
24503,EIF2S1,stimulates,ATF4
24504,MAPK14,stimulates,EPHB2
24505,MAPKAPK2,stimulates,BRF1
24506,TP53,stimulates,GADD45G
24507,HLA-A,stimulates,KIR2DL4
24508,PIK3CA,stimulates,ILK
24509,PIK3CA,stimulates,PDK1
24510,PIK3CA,stimulates,VAV3
24511,MYL12B,stimulates,ACTB
24512,RAP1A,stimulates,MAPK8
24513,PTK2,stimulates,RASGRF1
24514,PTK2,stimulates,ARHGAP35
24515,PAK4,stimulates,RAF1
24516,PAK4,stimulates,MAP2K1
24517,PPP1R12A,stimulates,MYL12B
24518,PTK2,stimulates,SHC2
24519,FYN,stimulates,SHC2
24525,PTPRB,stimulates,CTNNB1
24526,FARP2,stimulates,CDC42
24527,AFDN,stimulates,ACTB
24528,CTNND1,stimulates,RHOA
24529,BCAR1,stimulates,RHOA
24530,WASL,stimulates,ACTB
24531,WAS,stimulates,ACTB
24532,IQGAP1,stimulates,ACTB
24533,BCAR1,stimulates,RAC1
24534,RAC1,stimulates,BCAR1
24535,YES1,stimulates,FER
24536,MSN,stimulates,ACTB
24537,CTTN,stimulates,ARPC5
24538,PRKCE,stimulates,MSN
24542,GNAI1,stimulates,KRAS
24543,SRC,stimulates,MAP3K2
24544,ADRB1,stimulates,GNAS
24545,ADRB1,stimulates,GNAS
24546,ADRB1,stimulates,GNAS
24547,DRD1,stimulates,GNAS
24548,DRD1,stimulates,GNAS
24549,FGFR1,stimulates,HRAS
24550,FGFR1,stimulates,NRAS
24551,FGFR1,stimulates,PIK3CA
24552,IGF1R,stimulates,PIK3CA
24553,DIAPH1,stimulates,PFN3
24554,RRAS2,stimulates,ARHGEF6
24555,CHRM1,stimulates,GNG12
24556,GNG12,stimulates,FGD1
24557,DIAPH3,stimulates,BAIAP2
24558,WASL,stimulates,ARPC5
24559,SPATA13,stimulates,RAC1
24560,WASF2,stimulates,ARPC5
24561,WAS,stimulates,ARPC5
24562,ROCK1,stimulates,PIKFYVE
24563,PAK4,stimulates,ARHGEF7
24565,GNG12,stimulates,PAK4
24566,FN1,stimulates,ITGA11
24567,KLKB1,stimulates,PLG
24568,F12,stimulates,PLG
24569,F9,stimulates,F10
24570,F10,stimulates,F9
24571,PROC,stimulates,F2R
24572,F2R,stimulates,PROC
24573,PROC,stimulates,SLC52A2
24574,C1QA,stimulates,C4A
24575,C1QA,stimulates,C4B_2
24577,APC,stimulates,F5
24578,APC,stimulates,F8
24579,PROC,stimulates,SERPINE1
24581,CFD,stimulates,C3
24582,FCER1G,stimulates,PIK3CA
24583,FCGR3A,stimulates,SYK
24584,FCGR3B,stimulates,SYK
24585,MAP3K7,stimulates,MAP2K1
24586,SRC,stimulates,FCGR1A
24587,IFNAR1,stimulates,STAT1
24588,SPP1,stimulates,IRF7
24589,IL1B,stimulates,NFKB1
24590,NFKB1,stimulates,IL1B
24591,IL18,stimulates,NFKB1
24592,NFKB1,stimulates,IL6
24593,CXCL8,stimulates,NFKB1
24594,NFKB1,stimulates,CXCL8
24595,NFKB1,stimulates,CCL5
24596,TNFAIP3,stimulates,RIPK2
24597,EPHB2,stimulates,MAP3K7
24598,JUN,stimulates,IL1B
24599,JUN,stimulates,IL6
24600,JUN,stimulates,CXCL8
24601,JUN,stimulates,CCL2
24602,JUN,stimulates,CCL5
24603,NAIP,stimulates,NLRC4
24604,IRAK4,stimulates,IKBKG
24605,NLRP3,stimulates,NFKB1
24606,IFNA1,stimulates,NFKB1
24607,NFKB1,stimulates,IFNA1
24608,TRAF6,stimulates,MAP3K1
24609,ZBP1,stimulates,IKBKE
24610,PRKCD,stimulates,EPHB2
24611,HLA-B,stimulates,KIR3DL3
24612,HLA-A,stimulates,KIR3DL3
24613,HLA-G,stimulates,KIR3DL3
24614,FCER1G,stimulates,ZAP70
24615,ZAP70,stimulates,PIK3CA
24616,HCST,stimulates,PLCG1
24617,HCST,stimulates,PIK3CA
24618,ZAP70,stimulates,SHC2
24619,SYK,stimulates,SHC2
24620,HCST,stimulates,GRB2
24621,IFNG,stimulates,IFNAR1
24622,IFNAR1,stimulates,IFNG
24623,FYN,stimulates,TYROBP
24624,FYN,stimulates,CD244
24627,CIITA,stimulates,CREB1
24628,CIITA,stimulates,NFYA
24629,CTSB,stimulates,CD74
24630,ICOS,stimulates,CD40LG
24631,ICOS,stimulates,PIK3CA
24632,SOS1,stimulates,RASGRP1
24633,CD28,stimulates,PIK3CA
24634,PRKCQ,stimulates,PLCG1
24635,IL2RA,stimulates,STAT5A
24636,STAT5A,stimulates,IL2RA
24637,IL2RA,stimulates,JAK1
24641,IL2RG,stimulates,STAT3
24642,IL2RG,stimulates,STAT6
24643,FADD,stimulates,CASP3
24644,CD19,stimulates,PIK3CA
24645,CD19,stimulates,VAV3
24647,PLCG2,stimulates,PRKCB
24648,RASGRP3,stimulates,HRAS
24649,SOS1,stimulates,RASGRP3
24650,DAPP1,stimulates,RAC1
24651,PLCG1,stimulates,PIK3CA
24652,PIK3CA,stimulates,PLCG1
24653,RAC1,stimulates,MAP2K7
24654,RAC1,stimulates,MAP2K3
24655,HCK,stimulates,FCGR2C
24656,HCK,stimulates,FCGR3A
24657,PTPRC,stimulates,HCK
24658,AKT3,stimulates,RPS6KB1
24659,PRKCD,stimulates,PLA2G6
24660,PRKCA,stimulates,PLA2G6
24661,ASAP1,stimulates,ARF6
24662,GNAI1,stimulates,RAPGEF3
24663,PIK3CA,stimulates,ITK
24664,VAV3,stimulates,RAC2
24665,VAV3,stimulates,CDC42
24666,ICAM1,stimulates,PLCG1
24668,CCL26,stimulates,CXCR6
24669,CXCR6,stimulates,JAK2
24670,CXCR6,stimulates,GNAI1
24671,FGR,stimulates,SHC2
24672,FGR,stimulates,PIK3CA
24673,PRKCZ,stimulates,EPHB2
24674,FGR,stimulates,ITK
24675,PIK3CA,stimulates,PREX1
24676,GNB5,stimulates,PREX1
24677,GNB5,stimulates,PIK3CA
24678,AKT1,stimulates,FGR
24679,GRK7,stimulates,CXCR6
24680,PRKACA,stimulates,CREB3
24681,CCKAR,stimulates,GNA11
24682,CHRM3,stimulates,GNA11
24683,INSR,stimulates,SHC2
24685,PPP1CA,stimulates,GYS1
24686,CALML6,stimulates,PYGB
24687,CRK,stimulates,RHOQ
24689,PIK3CA,stimulates,PRKCI
24690,LHCGR,stimulates,GNA11
24691,CALML6,stimulates,CAMK2A
24692,MMP2,stimulates,HBEGF
24693,PRKACA,stimulates,ATF4
24694,MAP3K2,stimulates,MAP2K3
24695,MAPK1,stimulates,EGR1
24696,FSHR,stimulates,GNAS
24697,FSHR,stimulates,GNAS
24698,FSHR,stimulates,GNAS
24699,FSHR,stimulates,GNAS
24700,FOS,stimulates,ESR1
24701,SRC,stimulates,MMP2
24702,CALML6,stimulates,NOS3
24703,JAK2,stimulates,SHC2
24705,STAT1,stimulates,SOCS4
24706,STAT1,stimulates,SOCS7
24707,MYL9,stimulates,ACTB
24708,MYL2,stimulates,ACTB
24711,PRKCA,stimulates,NRAS
24712,GNA15,stimulates,PLCB1
24713,GHRHR,stimulates,GNAS
24714,GHRHR,stimulates,GNAS
24715,GHRHR,stimulates,GNAS
24716,GHRHR,stimulates,GNAS
24717,CRK,stimulates,MAP3K1
24718,MAP2K3,stimulates,MAPK8
24719,DUOXA2,stimulates,DUOX2
24720,EPHB2,stimulates,STAT1
24721,PTH1R,stimulates,GNAS
24722,PTH1R,stimulates,GNAS
24723,PTH1R,stimulates,GNAS
24724,PTH1R,stimulates,GNAS
24725,MC1R,stimulates,GNAS
24726,MC1R,stimulates,GNAS
24727,MC1R,stimulates,GNAS
24728,FZD10,stimulates,GNAO1
24729,GNAO1,stimulates,DVL1
24730,KIT,stimulates,HRAS
24731,KIT,stimulates,NRAS
24732,AGTR1,stimulates,GNA11
24733,RPS6KA5,stimulates,CREB3
24734,ADRB2,stimulates,GNAI1
24735,GNAI1,stimulates,MAPK1
24736,PRKCA,stimulates,EPHB2
24737,AVPR1A,stimulates,GNA11
24738,PRKCA,stimulates,ARAF
24739,HRH2,stimulates,GNAS
24740,HRH2,stimulates,GNAS
24741,HRH2,stimulates,GNAS
24742,GNAS,stimulates,ADCY3
24743,GNAS,stimulates,ADCY3
24744,GNAS,stimulates,ADCY3
24745,GNAS,stimulates,ADCY3
24746,JAK2,stimulates,PIK3CA
24748,HTR4,stimulates,GNAS
24749,HTR4,stimulates,GNAS
24750,CALML6,stimulates,CAMK4
24751,PRKCA,stimulates,HPCA
